pago_id,order_proveedor_id,provider_id,provider_name,fecha_orden,condicion_pago,fecha_vencimiento,fecha_pago,monto_total,estado_pago
PP-003458,O-003458,PR-00324,Menard Pruvost S.A.S.,2025-08-19,90 días,2025-11-17,,6683.52,Pendiente
PP-003459,O-003459,PR-01095,Georges Rousseau S.A.R.L.,2025-07-26,60 días,2025-09-24,2025-09-02,3167.52,Pagado
PP-003460,O-003460,PR-00823,Leclerc,2025-08-18,90 días,2025-11-16,,919.7,Pendiente
PP-003461,O-003461,PR-00299,Julien S.A.S.,2025-08-01,90 días,2025-10-30,2025-10-10,11074.14,Pagado
PP-003462,O-003462,PR-00302,Fontaine,2025-08-05,30 días,2025-09-04,,4232.26,Pendiente
PP-003463,O-003463,PR-00302,Fontaine,2025-08-09,30 días,2025-09-08,2025-08-10,9391.5,Pagado
PP-003464,O-003464,PR-00811,Étienne,2025-08-10,60 días,2025-10-09,2025-09-15,137.28,Pagado
PP-003465,O-003465,PR-00898,Buisson Royer S.A.S.,2025-07-29,60 días,2025-09-27,,4196.48,Pendiente
PP-003466,O-003466,PR-00730,Monnier,2025-07-22,90 días,2025-10-20,2025-09-14,2144.38,Pagado
PP-003467,O-003467,PR-00328,Denis S.A.S.,2025-08-02,60 días,2025-10-01,2025-08-04,2515.32,Pagado
PP-003468,O-003468,PR-00316,Morin,2025-08-07,90 días,2025-11-05,2025-09-24,1973.51,Pagado
PP-003469,O-003469,PR-00316,Morin,2025-07-13,90 días,2025-10-11,2025-09-28,742.18,Pagado
PP-003470,O-003470,PR-01154,Fournier Gallet S.A.S.,2025-08-07,90 días,2025-11-05,2025-10-23,6936.51,Pagado
PP-003471,O-003471,PR-00293,Couturier Philippe S.A.R.L.,2025-07-23,30 días,2025-08-22,2025-08-08,9557.73,Pagado
PP-003472,O-003472,PR-00879,Bourdon S.A.S.,2025-08-12,90 días,2025-11-10,2025-08-25,10997.35,Pagado
PP-003473,O-003473,PR-00837,Bazin,2025-07-27,60 días,2025-09-25,2025-09-22,159.08,Pagado
PP-003474,O-003474,PR-00297,Boulanger Marchand S.A.S.,2025-07-29,60 días,2025-09-27,,6635.7,Pendiente
PP-003475,O-003475,PR-00852,Rolland Chauvet et Fils,2025-07-19,60 días,2025-09-17,,4406.86,Pendiente
PP-003476,O-003476,PR-00852,Rolland Chauvet et Fils,2025-08-11,60 días,2025-10-10,2025-09-04,586.53,Pagado
PP-003477,O-003477,PR-01251,Michaud et Fils,2025-07-01,90 días,2025-09-29,2025-07-12,9491.82,Pagado
PP-003478,O-003478,PR-00299,Julien S.A.S.,2025-07-04,90 días,2025-10-02,2025-09-25,7659.12,Pagado
PP-003479,O-003479,PR-00299,Julien S.A.S.,2025-07-19,90 días,2025-10-17,,882.72,Pendiente
PP-003480,O-003480,PR-01352,Chartier,2025-07-19,60 días,2025-09-17,2025-07-25,5024.64,Pagado
PP-003481,O-003481,PR-00301,Hamel,2025-07-04,Contado,2025-07-04,2025-07-04,296.8,Pagado
PP-003482,O-003482,PR-00811,Étienne,2025-07-07,60 días,2025-09-05,,967.26,Pendiente
PP-003483,O-003483,PR-00898,Buisson Royer S.A.S.,2025-06-27,60 días,2025-08-26,2025-08-04,1542.06,Pagado
PP-003484,O-003484,PR-00327,Reynaud,2025-07-27,60 días,2025-09-25,2025-09-05,1418.0,Pagado
PP-003485,O-003485,PR-00315,Roche S.A.R.L.,2025-08-06,60 días,2025-10-05,,5497.46,Pendiente
PP-003486,O-003486,PR-00316,Morin,2025-07-19,90 días,2025-10-17,,11048.88,Pendiente
PP-003487,O-003487,PR-00316,Morin,2025-08-06,90 días,2025-11-04,,8967.29,Pendiente
PP-003488,O-003488,PR-00318,Marchand,2025-08-21,Contado,2025-08-21,2025-08-21,4551.64,Pagado
PP-003489,O-003489,PR-00290,Lemaître,2025-08-01,90 días,2025-10-30,,7992.83,Pendiente
PP-003490,O-003490,PR-00293,Couturier Philippe S.A.R.L.,2025-07-01,30 días,2025-07-31,2025-07-14,710.24,Pagado
PP-003491,O-003491,PR-00293,Couturier Philippe S.A.R.L.,2025-06-28,30 días,2025-07-28,2025-07-16,996.65,Pagado
PP-003492,O-003492,PR-00293,Couturier Philippe S.A.R.L.,2025-07-31,30 días,2025-08-30,2025-08-14,8586.76,Pagado
PP-003493,O-003493,PR-00324,Menard Pruvost S.A.S.,2025-07-16,90 días,2025-10-14,,3099.44,Pendiente
PP-003494,O-003494,PR-00301,Hamel,2025-06-27,Contado,2025-06-27,2025-06-27,6913.07,Pagado
PP-003495,O-003495,PR-00301,Hamel,2025-08-22,Contado,2025-08-22,2025-08-22,8211.0,Pagado
PP-003496,O-003496,PR-00302,Fontaine,2025-07-18,30 días,2025-08-17,2025-07-29,2414.6,Pagado
PP-003497,O-003497,PR-00327,Reynaud,2025-07-11,60 días,2025-09-09,2025-08-25,4700.6,Pagado
PP-003498,O-003498,PR-00327,Reynaud,2025-07-25,60 días,2025-09-23,2025-09-03,7056.6,Pagado
PP-003499,O-003499,PR-00315,Roche S.A.R.L.,2025-08-17,60 días,2025-10-16,,4579.38,Pendiente
PP-003500,O-003500,PR-00315,Roche S.A.R.L.,2025-08-22,60 días,2025-10-21,,6860.82,Pendiente
PP-003501,O-003501,PR-01154,Fournier Gallet S.A.S.,2025-07-24,90 días,2025-10-22,2025-08-13,1435.98,Pagado
PP-003502,O-003502,PR-01349,Pereira,2025-08-17,60 días,2025-10-16,,4001.58,Pendiente
PP-003503,O-003503,PR-00293,Couturier Philippe S.A.R.L.,2025-07-17,30 días,2025-08-16,,3317.76,Retrasado
PP-003504,O-003504,PR-00863,Roux S.A.S.,2025-07-04,60 días,2025-09-02,,3918.51,Pendiente
PP-003505,O-003505,PR-01452,Guérin,2025-07-20,30 días,2025-08-19,2025-07-29,773.43,Pagado
PP-003506,O-003506,PR-00296,Léger,2025-08-08,60 días,2025-10-07,,6373.5,Pendiente
PP-003507,O-003507,PR-00321,Maillet Guichard SARL,2025-06-27,90 días,2025-09-25,,781.16,Pendiente
PP-003508,O-003508,PR-00322,Muller,2025-08-23,60 días,2025-10-22,,4846.71,Pendiente
PP-003509,O-003509,PR-00306,Goncalves,2025-07-18,30 días,2025-08-17,,2271.9,Retrasado
PP-003510,O-003510,PR-00299,Julien S.A.S.,2025-08-23,90 días,2025-11-21,2025-10-12,472.75,Pagado
PP-003511,O-003511,PR-00811,Étienne,2025-07-14,60 días,2025-09-12,2025-07-27,989.36,Pagado
PP-003512,O-003512,PR-01386,Richard SARL,2025-08-07,60 días,2025-10-06,,7758.63,Pendiente
PP-003513,O-003513,PR-00328,Denis S.A.S.,2025-07-16,60 días,2025-09-14,,9284.64,Pendiente
PP-003514,O-003514,PR-01335,Turpin Legendre SA,2025-08-18,60 días,2025-10-17,,7028.4,Pendiente
PP-003515,O-003515,PR-00315,Roche S.A.R.L.,2025-08-17,60 días,2025-10-16,2025-08-21,1675.35,Pagado
PP-003516,O-003516,PR-01154,Fournier Gallet S.A.S.,2025-07-20,90 días,2025-10-18,2025-09-13,635.44,Pagado
PP-003517,O-003517,PR-00318,Marchand,2025-08-03,Contado,2025-08-03,2025-08-03,7596.0,Pagado
PP-003518,O-003518,PR-00732,Royer,2025-07-28,60 días,2025-09-26,,2069.15,Pendiente
PP-003519,O-003519,PR-01349,Pereira,2025-07-30,60 días,2025-09-28,,1860.84,Pendiente
PP-003520,O-003520,PR-00841,Guilbert,2025-06-28,60 días,2025-08-27,2025-07-29,535.04,Pagado
PP-003521,O-003521,PR-00292,Valentin,2025-08-19,60 días,2025-10-18,2025-10-10,215.6,Pagado
PP-003522,O-003522,PR-00863,Roux S.A.S.,2025-08-24,60 días,2025-10-23,2025-10-11,5261.1,Pagado
PP-003523,O-003523,PR-00295,Maury S.A.R.L.,2025-06-28,60 días,2025-08-27,2025-08-08,9624.55,Pagado
PP-003524,O-003524,PR-00852,Rolland Chauvet et Fils,2025-07-25,60 días,2025-09-23,,2032.32,Pendiente
PP-003525,O-003525,PR-00852,Rolland Chauvet et Fils,2025-08-23,60 días,2025-10-22,,7688.16,Pendiente
PP-003526,O-003526,PR-00821,Lagarde,2025-06-28,90 días,2025-09-26,,1381.59,Pendiente
PP-003527,O-003527,PR-00821,Lagarde,2025-08-18,90 días,2025-11-16,,7152.25,Pendiente
PP-003528,O-003528,PR-00324,Menard Pruvost S.A.S.,2025-07-26,90 días,2025-10-24,2025-08-21,6885.75,Pagado
PP-003529,O-003529,PR-00298,Bourgeois,2025-08-05,90 días,2025-11-03,,1863.9,Pendiente
PP-003530,O-003530,PR-00301,Hamel,2025-07-15,Contado,2025-07-15,,1065.54,Retrasado
PP-003531,O-003531,PR-00327,Reynaud,2025-07-21,60 días,2025-09-19,,11476.14,Pendiente
PP-003532,O-003532,PR-00327,Reynaud,2025-07-08,60 días,2025-09-06,,2822.4,Pendiente
PP-003533,O-003533,PR-00328,Denis S.A.S.,2025-08-05,60 días,2025-10-04,2025-08-23,1261.78,Pagado
PP-003534,O-003534,PR-01154,Fournier Gallet S.A.S.,2025-08-02,90 días,2025-10-31,2025-09-12,885.33,Pagado
PP-003535,O-003535,PR-01045,Le Gall Guillaume S.A.,2025-08-16,60 días,2025-10-15,,537.7,Pendiente
PP-003536,O-003536,PR-00732,Royer,2025-07-07,60 días,2025-09-05,,2912.22,Pendiente
PP-003537,O-003537,PR-00732,Royer,2025-07-15,60 días,2025-09-13,,2217.6,Pendiente
PP-003538,O-003538,PR-00318,Marchand,2025-08-19,Contado,2025-08-19,,3111.94,Pendiente
PP-003539,O-003539,PR-01349,Pereira,2025-08-17,60 días,2025-10-16,,2297.76,Pendiente
PP-003540,O-003540,PR-00319,Delmas,2025-07-16,60 días,2025-09-14,2025-08-05,2473.16,Pagado
PP-003541,O-003541,PR-00288,Costa,2025-08-13,30 días,2025-09-12,,1663.36,Pendiente
PP-003542,O-003542,PR-00290,Lemaître,2025-08-08,90 días,2025-11-06,2025-08-18,4172.66,Pagado
PP-003543,O-003543,PR-00291,Dias,2025-08-08,30 días,2025-09-07,2025-08-09,5403.6,Pagado
PP-003544,O-003544,PR-00292,Valentin,2025-07-30,60 días,2025-09-28,2025-09-27,3212.55,Pagado
PP-003545,O-003545,PR-00293,Couturier Philippe S.A.R.L.,2025-08-24,30 días,2025-09-23,,2191.56,Pendiente
PP-003546,O-003546,PR-00879,Bourdon S.A.S.,2025-08-06,90 días,2025-11-04,2025-10-13,683.2,Pagado
PP-003547,O-003547,PR-01077,Dumas Brunet S.A.R.L.,2025-08-02,90 días,2025-10-31,2025-09-04,7910.84,Pagado
PP-003548,O-003548,PR-01077,Dumas Brunet S.A.R.L.,2025-08-16,90 días,2025-11-14,2025-11-10,4199.38,Pagado
PP-003549,O-003549,PR-00323,Leclercq,2025-07-26,60 días,2025-09-24,2025-08-13,4036.96,Pagado
PP-003550,O-003550,PR-01095,Georges Rousseau S.A.R.L.,2025-07-01,60 días,2025-08-30,,5918.64,Pendiente
PP-003551,O-003551,PR-01352,Chartier,2025-08-15,60 días,2025-10-14,2025-09-20,6562.08,Pagado
PP-003552,O-003552,PR-01352,Chartier,2025-07-21,60 días,2025-09-19,,1446.3,Pendiente
PP-003553,O-003553,PR-00645,Traore,2025-08-19,60 días,2025-10-18,2025-09-06,4626.36,Pagado
PP-003554,O-003554,PR-00300,Rey Gilles SARL,2025-07-25,90 días,2025-10-23,,4302.69,Pendiente
PP-003555,O-003555,PR-01449,Lombard S.A.S.,2025-08-08,90 días,2025-11-06,,3180.44,Pendiente
PP-003556,O-003556,PR-00302,Fontaine,2025-08-06,30 días,2025-09-05,,5523.3,Pendiente
PP-003557,O-003557,PR-00302,Fontaine,2025-06-29,30 días,2025-07-29,2025-07-08,2942.73,Pagado
PP-003558,O-003558,PR-00302,Fontaine,2025-08-05,30 días,2025-09-04,,6714.54,Pendiente
PP-003559,O-003559,PR-00326,Schneider,2025-07-04,90 días,2025-10-02,2025-07-10,2493.35,Pagado
PP-003560,O-003560,PR-00898,Buisson Royer S.A.S.,2025-07-24,60 días,2025-09-22,2025-08-04,5145.25,Pagado
PP-003561,O-003561,PR-00327,Reynaud,2025-08-23,60 días,2025-10-22,2025-10-16,1611.9,Pagado
PP-003562,O-003562,PR-00327,Reynaud,2025-07-15,60 días,2025-09-13,,1886.0,Pendiente
PP-003563,O-003563,PR-01015,Hamel,2025-07-13,30 días,2025-08-12,2025-07-31,460.04,Pagado
PP-003564,O-003564,PR-00315,Roche S.A.R.L.,2025-07-22,60 días,2025-09-20,2025-08-31,2777.76,Pagado
PP-003565,O-003565,PR-01154,Fournier Gallet S.A.S.,2025-08-21,90 días,2025-11-19,,4230.6,Pendiente
PP-003566,O-003566,PR-01045,Le Gall Guillaume S.A.,2025-08-01,60 días,2025-09-30,2025-09-10,1962.43,Pagado
PP-003567,O-003567,PR-01045,Le Gall Guillaume S.A.,2025-07-13,60 días,2025-09-11,2025-09-07,14326.62,Pagado
PP-003568,O-003568,PR-00732,Royer,2025-07-05,60 días,2025-09-03,2025-07-25,4410.57,Pagado
PP-003569,O-003569,PR-00293,Couturier Philippe S.A.R.L.,2025-07-01,30 días,2025-07-31,2025-07-03,3016.8,Pagado
PP-003570,O-003570,PR-00297,Boulanger Marchand S.A.S.,2025-07-02,60 días,2025-08-31,,6221.6,Pendiente
PP-003571,O-003571,PR-00852,Rolland Chauvet et Fils,2025-07-14,60 días,2025-09-12,2025-07-27,2261.12,Pagado
PP-003572,O-003572,PR-00852,Rolland Chauvet et Fils,2025-07-07,60 días,2025-09-05,,1564.26,Pendiente
PP-003573,O-003573,PR-01348,Fabre Masse SARL,2025-07-31,30 días,2025-08-30,2025-08-26,2450.8,Pagado
PP-003574,O-003574,PR-00321,Maillet Guichard SARL,2025-08-12,90 días,2025-11-10,,716.76,Pendiente
PP-003575,O-003575,PR-00321,Maillet Guichard SARL,2025-07-18,90 días,2025-10-16,2025-10-05,1067.64,Pagado
PP-003576,O-003576,PR-00821,Lagarde,2025-07-25,90 días,2025-10-23,2025-07-31,235.71,Pagado
PP-003577,O-003577,PR-00323,Leclercq,2025-07-06,60 días,2025-09-04,,6471.6,Pendiente
PP-003578,O-003578,PR-00645,Traore,2025-07-20,60 días,2025-09-18,,12417.57,Pendiente
PP-003579,O-003579,PR-00301,Hamel,2025-07-19,Contado,2025-07-19,2025-07-19,4593.12,Pagado
PP-003580,O-003580,PR-00301,Hamel,2025-08-10,Contado,2025-08-10,2025-08-10,4625.55,Pagado
PP-003581,O-003581,PR-00302,Fontaine,2025-06-29,30 días,2025-07-29,2025-07-20,4099.04,Pagado
PP-003582,O-003582,PR-00302,Fontaine,2025-08-18,30 días,2025-09-17,,8028.72,Pendiente
PP-003583,O-003583,PR-00327,Reynaud,2025-07-10,60 días,2025-09-08,,366.48,Pendiente
PP-003584,O-003584,PR-00327,Reynaud,2025-07-13,60 días,2025-09-11,,6239.06,Pendiente
PP-003585,O-003585,PR-00328,Denis S.A.S.,2025-08-17,60 días,2025-10-16,,4504.0,Pendiente
PP-003586,O-003586,PR-01015,Hamel,2025-07-14,30 días,2025-08-13,2025-07-14,350.8,Pagado
PP-003587,O-003587,PR-00315,Roche S.A.R.L.,2025-08-05,60 días,2025-10-04,2025-09-04,5033.84,Pagado
PP-003588,O-003588,PR-00315,Roche S.A.R.L.,2025-08-12,60 días,2025-10-11,,11687.85,Pendiente
PP-003589,O-003589,PR-00316,Morin,2025-08-09,90 días,2025-11-07,2025-10-06,5373.6,Pagado
PP-003590,O-003590,PR-00316,Morin,2025-08-23,90 días,2025-11-21,2025-11-04,1248.52,Pagado
PP-003591,O-003591,PR-01154,Fournier Gallet S.A.S.,2025-07-26,90 días,2025-10-24,,2166.56,Pendiente
PP-003592,O-003592,PR-01154,Fournier Gallet S.A.S.,2025-07-17,90 días,2025-10-15,,5052.45,Pendiente
PP-003593,O-003593,PR-01087,Blanc,2025-08-24,30 días,2025-09-23,2025-09-09,9937.14,Pagado
PP-003594,O-003594,PR-00290,Lemaître,2025-07-07,90 días,2025-10-05,,4274.98,Pendiente
PP-003595,O-003595,PR-00291,Dias,2025-08-11,30 días,2025-09-10,2025-08-13,7416.36,Pagado
PP-003596,O-003596,PR-00293,Couturier Philippe S.A.R.L.,2025-07-05,30 días,2025-08-04,,5934.19,Pendiente
PP-003597,O-003597,PR-00296,Léger,2025-07-26,60 días,2025-09-24,,1353.0,Pendiente
PP-003598,O-003598,PR-01120,Philippe,2025-06-29,60 días,2025-08-28,,3870.88,Pendiente
PP-003599,O-003599,PR-00320,Payet et Fils,2025-08-22,30 días,2025-09-21,,8491.12,Pendiente
PP-003600,O-003600,PR-00322,Muller,2025-06-28,60 días,2025-08-27,2025-07-22,672.0,Pagado
PP-003601,O-003601,PR-01251,Michaud et Fils,2025-08-08,90 días,2025-11-06,,3811.86,Pendiente
PP-003602,O-003602,PR-00811,Étienne,2025-07-23,60 días,2025-09-21,2025-09-19,3064.46,Pagado
PP-003603,O-003603,PR-00811,Étienne,2025-08-11,60 días,2025-10-10,,626.94,Pendiente
PP-003604,O-003604,PR-00328,Denis S.A.S.,2025-08-19,60 días,2025-10-18,2025-09-24,7238.28,Pagado
PP-003605,O-003605,PR-00328,Denis S.A.S.,2025-07-12,60 días,2025-09-10,2025-08-12,5131.74,Pagado
PP-003606,O-003606,PR-01335,Turpin Legendre SA,2025-06-30,60 días,2025-08-29,2025-07-08,2057.4,Pagado
PP-003607,O-003607,PR-00329,Adam,2025-07-17,60 días,2025-09-15,2025-08-07,4643.38,Pagado
PP-003608,O-003608,PR-00315,Roche S.A.R.L.,2025-08-20,60 días,2025-10-19,2025-10-13,2757.82,Pagado
PP-003609,O-003609,PR-00319,Delmas,2025-08-03,60 días,2025-10-02,2025-08-07,2361.8,Pagado
PP-003610,O-003610,PR-00289,Letellier Baron S.A.R.L.,2025-07-15,30 días,2025-08-14,2025-08-09,630.54,Pagado
PP-003611,O-003611,PR-00838,Étienne,2025-07-19,30 días,2025-08-18,2025-07-22,10259.63,Pagado
PP-003612,O-003612,PR-00838,Étienne,2025-07-27,30 días,2025-08-26,2025-07-28,2852.64,Pagado
PP-003613,O-003613,PR-00838,Étienne,2025-08-07,30 días,2025-09-06,,9826.0,Pendiente
PP-003614,O-003614,PR-00291,Dias,2025-07-23,30 días,2025-08-22,2025-07-30,7968.84,Pagado
PP-003615,O-003615,PR-00291,Dias,2025-07-27,30 días,2025-08-26,,12401.26,Pendiente
PP-003616,O-003616,PR-00291,Dias,2025-07-28,30 días,2025-08-27,,7920.99,Pendiente
PP-003617,O-003617,PR-00879,Bourdon S.A.S.,2025-08-13,90 días,2025-11-11,2025-08-30,6022.94,Pagado
PP-003618,O-003618,PR-00296,Léger,2025-07-12,60 días,2025-09-10,,5556.81,Pendiente
PP-003619,O-003619,PR-00296,Léger,2025-08-18,60 días,2025-10-17,2025-09-18,8198.68,Pagado
PP-003620,O-003620,PR-00297,Boulanger Marchand S.A.S.,2025-08-23,60 días,2025-10-22,,1434.6,Pendiente
PP-003621,O-003621,PR-00325,Nguyen,2025-08-20,60 días,2025-10-19,2025-10-06,7761.27,Pagado
PP-003622,O-003622,PR-00730,Monnier,2025-07-10,90 días,2025-10-08,,3312.28,Pendiente
PP-003623,O-003623,PR-00327,Reynaud,2025-07-25,60 días,2025-09-23,2025-08-26,6549.84,Pagado
PP-003624,O-003624,PR-00328,Denis S.A.S.,2025-07-27,60 días,2025-09-25,,10646.08,Pendiente
PP-003625,O-003625,PR-01015,Hamel,2025-07-06,30 días,2025-08-05,2025-07-11,2563.92,Pagado
PP-003626,O-003626,PR-00315,Roche S.A.R.L.,2025-07-20,60 días,2025-09-18,,8892.18,Pendiente
PP-003627,O-003627,PR-00732,Royer,2025-06-29,60 días,2025-08-28,,3378.75,Pendiente
PP-003628,O-003628,PR-00288,Costa,2025-08-06,30 días,2025-09-05,2025-08-14,1116.57,Pagado
PP-003629,O-003629,PR-00289,Letellier Baron S.A.R.L.,2025-07-10,30 días,2025-08-09,,5852.44,Retrasado
PP-003630,O-003630,PR-00290,Lemaître,2025-07-16,90 días,2025-10-14,2025-09-23,5169.13,Pagado
PP-003631,O-003631,PR-00291,Dias,2025-07-01,30 días,2025-07-31,,932.76,Pendiente
PP-003632,O-003632,PR-00292,Valentin,2025-07-03,60 días,2025-09-01,,7821.74,Pendiente
PP-003633,O-003633,PR-00293,Couturier Philippe S.A.R.L.,2025-08-01,30 días,2025-08-31,2025-08-18,6400.1,Pagado
PP-003634,O-003634,PR-01452,Guérin,2025-07-28,30 días,2025-08-27,,9507.12,Pendiente
PP-003635,O-003635,PR-01077,Dumas Brunet S.A.R.L.,2025-07-03,90 días,2025-10-01,,808.45,Pendiente
PP-003636,O-003636,PR-00297,Boulanger Marchand S.A.S.,2025-07-11,60 días,2025-09-09,2025-07-25,10996.4,Pagado
PP-003637,O-003637,PR-00811,Étienne,2025-07-04,60 días,2025-09-02,2025-08-06,6630.26,Pagado
PP-003638,O-003638,PR-00898,Buisson Royer S.A.S.,2025-07-26,60 días,2025-09-24,,5003.68,Pendiente
PP-003639,O-003639,PR-00316,Morin,2025-07-18,90 días,2025-10-16,,4927.3,Pendiente
PP-003640,O-003640,PR-00316,Morin,2025-08-08,90 días,2025-11-06,2025-09-06,5027.05,Pagado
PP-003641,O-003641,PR-00316,Morin,2025-08-21,90 días,2025-11-19,2025-09-21,1643.43,Pagado
PP-003642,O-003642,PR-00317,Moulin,2025-08-09,90 días,2025-11-07,,4689.52,Pendiente
PP-003643,O-003643,PR-00732,Royer,2025-08-23,60 días,2025-10-22,2025-10-11,706.56,Pagado
PP-003644,O-003644,PR-00318,Marchand,2025-08-07,Contado,2025-08-07,2025-08-07,1313.7,Pagado
PP-003645,O-003645,PR-00288,Costa,2025-06-26,30 días,2025-07-26,2025-07-09,4915.72,Pagado
PP-003646,O-003646,PR-01183,Sauvage,2025-06-27,Contado,2025-06-27,,7499.96,Retrasado
PP-003647,O-003647,PR-00838,Étienne,2025-07-01,30 días,2025-07-31,2025-07-14,2051.3,Pagado
PP-003648,O-003648,PR-00291,Dias,2025-07-16,30 días,2025-08-15,2025-08-06,2897.5,Pagado
PP-003649,O-003649,PR-00292,Valentin,2025-07-29,60 días,2025-09-27,,3084.48,Pendiente
PP-003650,O-003650,PR-00292,Valentin,2025-07-02,60 días,2025-08-31,,2231.0,Pendiente
PP-003651,O-003651,PR-00294,Pineau,2025-07-29,90 días,2025-10-27,,8812.51,Pendiente
PP-003652,O-003652,PR-01452,Guérin,2025-07-08,30 días,2025-08-07,,2684.8,Pendiente
PP-003653,O-003653,PR-01077,Dumas Brunet S.A.R.L.,2025-08-23,90 días,2025-11-21,,3321.96,Pendiente
PP-003654,O-003654,PR-00296,Léger,2025-08-07,60 días,2025-10-06,2025-08-20,3828.12,Pagado
PP-003655,O-003655,PR-01120,Philippe,2025-06-27,60 días,2025-08-26,,3645.76,Pendiente
PP-003656,O-003656,PR-00327,Reynaud,2025-08-21,60 días,2025-10-20,2025-09-16,3417.83,Pagado
PP-003657,O-003657,PR-00328,Denis S.A.S.,2025-08-08,60 días,2025-10-07,2025-08-21,2118.75,Pagado
PP-003658,O-003658,PR-00328,Denis S.A.S.,2025-07-20,60 días,2025-09-18,,128.18,Pendiente
PP-003659,O-003659,PR-01015,Hamel,2025-08-07,30 días,2025-09-06,2025-08-29,6763.3,Pagado
PP-003660,O-003660,PR-01335,Turpin Legendre SA,2025-08-02,60 días,2025-10-01,2025-09-01,5635.28,Pagado
PP-003661,O-003661,PR-00316,Morin,2025-07-28,90 días,2025-10-26,2025-10-05,7683.75,Pagado
PP-003662,O-003662,PR-00288,Costa,2025-08-17,30 días,2025-09-16,2025-08-23,2731.52,Pagado
PP-003663,O-003663,PR-00289,Letellier Baron S.A.R.L.,2025-08-01,30 días,2025-08-31,2025-08-23,6164.35,Pagado
PP-003664,O-003664,PR-00290,Lemaître,2025-07-18,90 días,2025-10-16,,5309.32,Pendiente
PP-003665,O-003665,PR-00292,Valentin,2025-06-27,60 días,2025-08-26,2025-07-21,1254.89,Pagado
PP-003666,O-003666,PR-00293,Couturier Philippe S.A.R.L.,2025-07-18,30 días,2025-08-17,2025-08-02,5070.34,Pagado
PP-003667,O-003667,PR-00293,Couturier Philippe S.A.R.L.,2025-08-17,30 días,2025-09-16,2025-08-29,2488.5,Pagado
PP-003668,O-003668,PR-00326,Schneider,2025-07-05,90 días,2025-10-03,2025-09-14,2878.65,Pagado
PP-003669,O-003669,PR-00898,Buisson Royer S.A.S.,2025-07-03,60 días,2025-09-01,,197.21,Pendiente
PP-003670,O-003670,PR-00327,Reynaud,2025-07-17,60 días,2025-09-15,,2360.8,Pendiente
PP-003671,O-003671,PR-00328,Denis S.A.S.,2025-08-09,60 días,2025-10-08,,2038.52,Pendiente
PP-003672,O-003672,PR-01335,Turpin Legendre SA,2025-08-10,60 días,2025-10-09,2025-09-28,4923.8,Pagado
PP-003673,O-003673,PR-01335,Turpin Legendre SA,2025-07-28,60 días,2025-09-26,2025-08-11,3368.4,Pagado
PP-003674,O-003674,PR-00329,Adam,2025-07-16,60 días,2025-09-14,2025-07-30,11253.06,Pagado
PP-003675,O-003675,PR-00732,Royer,2025-06-27,60 días,2025-08-26,2025-07-20,1966.8,Pagado
PP-003676,O-003676,PR-00288,Costa,2025-07-22,30 días,2025-08-21,2025-08-10,6877.35,Pagado
PP-003677,O-003677,PR-00841,Guilbert,2025-07-21,60 días,2025-09-19,,8036.24,Pendiente
PP-003678,O-003678,PR-00291,Dias,2025-08-20,30 días,2025-09-19,,10380.6,Pendiente
PP-003679,O-003679,PR-00291,Dias,2025-07-01,30 días,2025-07-31,2025-07-15,1988.8,Pagado
PP-003680,O-003680,PR-00293,Couturier Philippe S.A.R.L.,2025-07-15,30 días,2025-08-14,2025-07-30,6471.71,Pagado
