entrega_id,venta_id,fecha_envio,fecha_entrega,estado,tipo_entrega,empresa_logistica,cumplimiento_72h
ET-03109,C-003109,2025-06-19,,Cancelado,Propia,,
ET-03112,C-003112,2025-07-28,,Enviado,Logística,UPS,
ET-03115,C-003115,2025-07-01,2025-07-01,Entregado,Logística,MRW,Entregado a tiempo
ET-03117,C-003117,2025-08-14,2025-08-14,Entregado,Logística,Correos Express,Entregado a tiempo
ET-03119,C-003119,2025-08-12,,Cancelado,Propia,,
ET-03121,C-003121,,,Pendiente,Logística,Amazon Logistics,
ET-03122,C-003122,2025-07-27,2025-07-31,Entregado,Propia,,Retrasado
ET-03127,C-003127,2025-08-16,2025-08-20,Entregado,Logística,Correos Express,Retrasado
ET-03128,C-003128,2025-06-18,,Enviado,Propia,,
ET-03129,C-003129,2025-07-21,2025-07-21,Entregado,Propia,,Entregado a tiempo
ET-03130,C-003130,,,Pendiente,Logística,Correos Express,
ET-03131,C-003131,,,Pendiente,Propia,,
ET-03132,C-003132,2025-08-17,,Enviado,Logística,UPS,
ET-03135,C-003135,2025-07-31,,Enviado,Logística,Correos Express,
ET-03137,C-003137,2025-08-22,2025-08-26,Entregado,Propia,,Retrasado
ET-03138,C-003138,2025-06-12,,Cancelado,Propia,,
ET-03139,C-003139,2025-08-27,,Enviado,Propia,,
ET-03140,C-003140,2025-06-30,2025-07-02,Entregado,Propia,,Entregado a tiempo
ET-03141,C-003141,2025-08-26,2025-08-27,Entregado,Propia,,Entregado a tiempo
ET-03142,C-003142,2025-08-02,,Enviado,Logística,Amazon Logistics,
ET-03143,C-003143,2025-06-21,2025-06-21,Entregado,Logística,SEUR,Entregado a tiempo
ET-03146,C-003146,2025-06-25,,Cancelado,Logística,SEUR,
ET-03147,C-003147,2025-06-25,2025-06-27,Entregado,Propia,,Entregado a tiempo
ET-03151,C-003151,,,Pendiente,Propia,,
ET-03153,C-003153,,,Pendiente,Logística,SEUR,
ET-03154,C-003154,2025-06-27,2025-06-30,Entregado,Propia,,Entregado a tiempo
ET-03155,C-003155,2025-06-19,2025-06-20,Entregado,Propia,,Entregado a tiempo
ET-03156,C-003156,2025-08-30,,Enviado,Logística,Amazon Logistics,
ET-03158,C-003158,2025-08-15,,Cancelado,Propia,,
ET-03159,C-003159,,,Pendiente,Propia,,
ET-03162,C-003162,2025-06-01,2025-06-01,Entregado,Propia,,Entregado a tiempo
ET-03163,C-003163,2025-08-26,2025-08-26,Entregado,Logística,SEUR,Entregado a tiempo
ET-03165,C-003165,2025-07-02,,Enviado,Propia,,
ET-03168,C-003168,2025-07-14,2025-07-18,Entregado,Logística,FedEx,Retrasado
ET-03172,C-003172,2025-08-08,2025-08-12,Entregado,Logística,FedEx,Retrasado
ET-03173,C-003173,2025-06-19,,Enviado,Logística,Correos Express,
ET-03174,C-003174,2025-07-28,,Cancelado,Logística,DHL,
ET-03175,C-003175,,,Pendiente,Propia,,
ET-03176,C-003176,2025-07-09,,Enviado,Logística,Correos Express,
ET-03178,C-003178,2025-08-06,,Enviado,Propia,,
ET-03180,C-003180,2025-07-11,,Cancelado,Propia,,
ET-03183,C-003183,2025-06-13,,Enviado,Propia,,
ET-03184,C-003184,2025-06-23,,Enviado,Logística,FedEx,
ET-03185,C-003185,,,Pendiente,Logística,UPS,
ET-03187,C-003187,2025-08-26,,Cancelado,Propia,,
ET-03189,C-003189,2025-08-26,2025-08-27,Entregado,Propia,,Entregado a tiempo
ET-03191,C-003191,2025-06-12,,Enviado,Logística,SEUR,
ET-03192,C-003192,2025-06-28,,Enviado,Logística,DHL,
ET-03196,C-003196,2025-06-16,2025-06-20,Entregado,Logística,MRW,Retrasado
ET-03199,C-003199,2025-07-06,,Enviado,Logística,Correos Express,
ET-03200,C-003200,2025-06-04,,Cancelado,Propia,,
ET-03202,C-003202,2025-08-16,,Cancelado,Logística,UPS,
ET-03204,C-003204,2025-08-03,,Enviado,Propia,,
ET-03206,C-003206,,,Pendiente,Logística,SEUR,
ET-03207,C-003207,2025-09-01,,Enviado,Logística,Amazon Logistics,
ET-03208,C-003208,2025-06-30,,Enviado,Logística,MRW,
ET-03209,C-003209,2025-07-09,2025-07-10,Entregado,Logística,MRW,Entregado a tiempo
ET-03210,C-003210,2025-07-21,2025-07-22,Entregado,Propia,,Entregado a tiempo
ET-03213,C-003213,2025-07-28,,Enviado,Logística,UPS,
ET-03214,C-003214,2025-08-28,2025-08-30,Entregado,Propia,,Entregado a tiempo
ET-03215,C-003215,,,Pendiente,Logística,DHL,
ET-03216,C-003216,,,Pendiente,Logística,FedEx,
ET-03218,C-003218,2025-07-16,2025-07-20,Entregado,Propia,,Retrasado
ET-03223,C-003223,,,Pendiente,Logística,Amazon Logistics,
ET-03225,C-003225,2025-06-25,,Cancelado,Propia,,
ET-03226,C-003226,2025-07-02,2025-07-03,Entregado,Propia,,Entregado a tiempo
ET-03227,C-003227,2025-08-04,2025-08-08,Entregado,Logística,MRW,Retrasado
ET-03229,C-003229,2025-06-13,,Enviado,Logística,UPS,
ET-03230,C-003230,2025-06-28,,Cancelado,Propia,,
ET-03231,C-003231,2025-08-22,,Enviado,Logística,FedEx,
ET-03232,C-003232,2025-06-22,2025-06-26,Entregado,Logística,MRW,Retrasado
ET-03233,C-003233,2025-08-25,,Enviado,Logística,FedEx,
ET-03234,C-003234,2025-07-08,2025-07-10,Entregado,Logística,SEUR,Entregado a tiempo
ET-03235,C-003235,2025-06-08,,Enviado,Logística,DHL,
ET-03237,C-003237,2025-07-03,2025-07-06,Entregado,Logística,SEUR,Entregado a tiempo
ET-03238,C-003238,2025-08-23,2025-08-23,Entregado,Propia,,Entregado a tiempo
ET-03239,C-003239,2025-07-06,2025-07-09,Entregado,Logística,MRW,Entregado a tiempo
ET-03243,C-003243,2025-07-11,,Enviado,Propia,,
ET-03244,C-003244,2025-07-04,2025-07-06,Entregado,Propia,,Entregado a tiempo
ET-03245,C-003245,2025-07-07,,Enviado,Logística,Amazon Logistics,
ET-03249,C-003249,2025-06-14,,Cancelado,Logística,Correos Express,
ET-03253,C-003253,2025-08-19,2025-08-19,Entregado,Propia,,Entregado a tiempo
ET-03255,C-003255,2025-08-02,2025-08-06,Entregado,Logística,MRW,Retrasado
ET-03258,C-003258,2025-07-06,2025-07-06,Entregado,Logística,Correos Express,Entregado a tiempo
ET-03259,C-003259,2025-06-01,,Cancelado,Propia,,
ET-03261,C-003261,,,Pendiente,Propia,,
ET-03263,C-003263,2025-07-23,2025-07-27,Entregado,Logística,Amazon Logistics,Retrasado
ET-03265,C-003265,2025-07-06,2025-07-10,Entregado,Logística,SEUR,Retrasado
ET-03266,C-003266,2025-06-08,,Cancelado,Propia,,
ET-03267,C-003267,2025-07-24,2025-07-25,Entregado,Propia,,Entregado a tiempo
ET-03268,C-003268,,,Pendiente,Propia,,
ET-03270,C-003270,2025-08-28,,Cancelado,Propia,,
ET-03271,C-003271,2025-07-28,,Enviado,Logística,FedEx,
ET-03272,C-003272,2025-07-20,,Enviado,Propia,,
ET-03273,C-003273,2025-07-09,,Enviado,Logística,Correos Express,
ET-03274,C-003274,2025-07-17,2025-07-18,Entregado,Propia,,Entregado a tiempo
ET-03279,C-003279,2025-07-31,,Enviado,Logística,SEUR,
ET-03280,C-003280,2025-08-19,,Enviado,Logística,Amazon Logistics,
ET-03282,C-003282,2025-08-04,,Enviado,Propia,,
ET-03285,C-003285,2025-07-12,2025-07-15,Entregado,Propia,,Entregado a tiempo
ET-03287,C-003287,2025-06-19,2025-06-19,Entregado,Logística,DHL,Entregado a tiempo
ET-03290,C-003290,2025-07-27,2025-07-29,Entregado,Propia,,Entregado a tiempo
ET-03291,C-003291,2025-07-13,2025-07-16,Entregado,Logística,UPS,Entregado a tiempo
ET-03293,C-003293,2025-07-22,,Enviado,Logística,UPS,
ET-03294,C-003294,2025-06-13,2025-06-14,Entregado,Logística,SEUR,Entregado a tiempo
ET-03296,C-003296,2025-08-07,,Enviado,Logística,UPS,
ET-03297,C-003297,2025-07-29,,Cancelado,Logística,DHL,
ET-03299,C-003299,2025-08-23,2025-08-23,Entregado,Logística,UPS,Entregado a tiempo
ET-03301,C-003301,2025-08-12,2025-08-14,Entregado,Logística,Amazon Logistics,Entregado a tiempo
ET-03302,C-003302,2025-08-13,,Enviado,Propia,,
ET-03303,C-003303,2025-07-07,2025-07-07,Entregado,Propia,,Entregado a tiempo
ET-03305,C-003305,,,Pendiente,Propia,,
ET-03306,C-003306,2025-06-15,2025-06-17,Entregado,Propia,,Entregado a tiempo
ET-03307,C-003307,2025-07-24,,Enviado,Propia,,
ET-03308,C-003308,2025-07-01,2025-07-03,Entregado,Logística,Amazon Logistics,Entregado a tiempo
ET-03309,C-003309,2025-07-18,2025-07-18,Entregado,Logística,Amazon Logistics,Entregado a tiempo
ET-03310,C-003310,2025-08-16,2025-08-19,Entregado,Logística,SEUR,Entregado a tiempo
ET-03311,C-003311,2025-06-08,2025-06-09,Entregado,Propia,,Entregado a tiempo
ET-03313,C-003313,,,Pendiente,Propia,,
ET-03314,C-003314,2025-06-29,2025-07-03,Entregado,Logística,FedEx,Retrasado
ET-03315,C-003315,2025-06-26,2025-06-27,Entregado,Propia,,Entregado a tiempo
ET-03317,C-003317,2025-07-04,,Enviado,Logística,DHL,
ET-03318,C-003318,2025-06-13,2025-06-13,Entregado,Logística,Amazon Logistics,Entregado a tiempo
ET-03319,C-003319,2025-06-12,,Enviado,Logística,FedEx,
ET-03322,C-003322,2025-07-07,,Enviado,Logística,MRW,
ET-03324,C-003324,2025-06-11,2025-06-11,Entregado,Propia,,Entregado a tiempo
ET-03327,C-003327,2025-06-17,2025-06-19,Entregado,Propia,,Entregado a tiempo
ET-03328,C-003328,2025-08-13,,Enviado,Logística,SEUR,
ET-03330,C-003330,2025-06-09,2025-06-10,Entregado,Propia,,Entregado a tiempo
ET-03332,C-003332,2025-08-26,2025-08-30,Entregado,Logística,UPS,Retrasado
ET-03333,C-003333,2025-06-11,2025-06-13,Entregado,Logística,DHL,Entregado a tiempo
ET-03335,C-003335,2025-06-08,2025-06-11,Entregado,Logística,DHL,Entregado a tiempo
ET-03336,C-003336,2025-08-27,2025-08-27,Entregado,Logística,DHL,Entregado a tiempo
ET-03339,C-003339,2025-07-18,2025-07-22,Entregado,Logística,MRW,Retrasado
ET-03340,C-003340,2025-06-06,,Enviado,Logística,FedEx,
ET-03341,C-003341,2025-07-06,2025-07-08,Entregado,Logística,Correos Express,Entregado a tiempo
ET-03342,C-003342,2025-08-01,,Cancelado,Propia,,
ET-03344,C-003344,2025-08-22,2025-08-24,Entregado,Propia,,Entregado a tiempo
ET-03348,C-003348,2025-06-02,2025-06-04,Entregado,Logística,DHL,Entregado a tiempo
ET-03350,C-003350,2025-06-18,,Enviado,Propia,,
ET-03351,C-003351,2025-06-12,,Enviado,Logística,FedEx,
ET-03355,C-003355,2025-06-16,,Enviado,Propia,,
ET-03356,C-003356,2025-07-29,,Enviado,Propia,,
ET-03357,C-003357,2025-08-18,,Enviado,Logística,SEUR,
ET-03358,C-003358,2025-08-23,2025-08-24,Entregado,Logística,SEUR,Entregado a tiempo
ET-03360,C-003360,2025-06-30,2025-07-04,Entregado,Logística,FedEx,Retrasado
ET-03362,C-003362,2025-08-23,2025-08-27,Entregado,Logística,Correos Express,Retrasado
ET-03363,C-003363,2025-06-03,,Enviado,Logística,MRW,
ET-03364,C-003364,2025-06-30,,Enviado,Logística,Correos Express,
ET-03365,C-003365,2025-07-10,2025-07-14,Entregado,Propia,,Retrasado
ET-03368,C-003368,2025-06-10,2025-06-11,Entregado,Logística,SEUR,Entregado a tiempo
ET-03370,C-003370,2025-06-20,,Enviado,Logística,UPS,
ET-03373,C-003373,2025-07-01,,Enviado,Logística,SEUR,
ET-03374,C-003374,2025-06-18,,Enviado,Propia,,
ET-03377,C-003377,2025-08-11,2025-08-15,Entregado,Propia,,Retrasado
ET-03378,C-003378,2025-07-26,,Cancelado,Logística,SEUR,
ET-03380,C-003380,2025-08-18,2025-08-21,Entregado,Logística,FedEx,Entregado a tiempo
ET-03382,C-003382,2025-07-12,,Enviado,Logística,SEUR,
ET-03383,C-003383,2025-08-10,2025-08-14,Entregado,Logística,FedEx,Retrasado
ET-03384,C-003384,2025-07-21,2025-07-23,Entregado,Propia,,Entregado a tiempo
ET-03385,C-003385,,,Pendiente,Propia,,
ET-03386,C-003386,2025-07-13,,Enviado,Propia,,
ET-03387,C-003387,2025-06-21,2025-06-22,Entregado,Propia,,Entregado a tiempo
ET-03388,C-003388,2025-08-25,,Cancelado,Logística,FedEx,
ET-03393,C-003393,2025-08-24,2025-08-25,Entregado,Propia,,Entregado a tiempo
ET-03394,C-003394,,,Pendiente,Logística,DHL,
ET-03395,C-003395,2025-06-06,2025-06-07,Entregado,Propia,,Entregado a tiempo
ET-03396,C-003396,2025-07-24,2025-07-24,Entregado,Logística,FedEx,Entregado a tiempo
ET-03400,C-003400,2025-07-10,2025-07-13,Entregado,Logística,Correos Express,Entregado a tiempo
ET-03401,C-003401,2025-08-11,2025-08-13,Entregado,Propia,,Entregado a tiempo
ET-03402,C-003402,,,Pendiente,Logística,Correos Express,
ET-03403,C-003403,2025-08-13,2025-08-17,Entregado,Propia,,Retrasado
ET-03408,C-003408,2025-07-31,2025-08-02,Entregado,Logística,Correos Express,Entregado a tiempo
ET-03409,C-003409,2025-06-08,2025-06-12,Entregado,Logística,MRW,Retrasado
ET-03410,C-003410,2025-08-25,2025-08-26,Entregado,Logística,DHL,Entregado a tiempo
ET-03411,C-003411,2025-07-21,2025-07-21,Entregado,Logística,UPS,Entregado a tiempo
ET-03412,C-003412,,,Pendiente,Propia,,
ET-03413,C-003413,2025-06-18,,Cancelado,Logística,DHL,
ET-03415,C-003415,2025-07-23,2025-07-23,Entregado,Propia,,Entregado a tiempo
ET-03416,C-003416,2025-07-22,2025-07-25,Entregado,Logística,Amazon Logistics,Entregado a tiempo
ET-03419,C-003419,2025-07-04,2025-07-08,Entregado,Propia,,Retrasado
ET-03420,C-003420,2025-07-09,2025-07-10,Entregado,Propia,,Entregado a tiempo
ET-03421,C-003421,2025-08-10,2025-08-10,Entregado,Logística,Correos Express,Entregado a tiempo
ET-03422,C-003422,2025-07-21,2025-07-23,Entregado,Propia,,Entregado a tiempo
ET-03423,C-003423,2025-08-11,2025-08-15,Entregado,Propia,,Retrasado
ET-03424,C-003424,2025-07-18,2025-07-18,Entregado,Propia,,Entregado a tiempo
ET-03427,C-003427,2025-06-11,2025-06-15,Entregado,Logística,Correos Express,Retrasado
ET-03428,C-003428,2025-06-27,,Enviado,Propia,,
ET-03429,C-003429,2025-06-15,,Enviado,Propia,,
ET-03431,C-003431,2025-08-20,,Enviado,Logística,DHL,
ET-03432,C-003432,2025-08-31,,Enviado,Propia,,
ET-03434,C-003434,2025-06-08,,Enviado,Logística,SEUR,
ET-03437,C-003437,2025-06-07,2025-06-11,Entregado,Logística,UPS,Retrasado
ET-03439,C-003439,2025-07-12,2025-07-13,Entregado,Propia,,Entregado a tiempo
ET-03440,C-003440,2025-06-11,,Enviado,Propia,,
ET-03441,C-003441,2025-06-19,,Cancelado,Propia,,
ET-03442,C-003442,2025-07-19,2025-07-21,Entregado,Propia,,Entregado a tiempo
ET-03443,C-003443,2025-08-31,,Enviado,Propia,,
ET-03444,C-003444,2025-08-27,,Enviado,Propia,,
ET-03445,C-003445,2025-05-31,,Cancelado,Logística,FedEx,
ET-03446,C-003446,2025-07-29,,Enviado,Logística,Correos Express,
ET-03447,C-003447,2025-08-16,,Enviado,Logística,MRW,
ET-03448,C-003448,2025-08-25,,Enviado,Propia,,
ET-03449,C-003449,2025-06-17,2025-06-20,Entregado,Propia,,Entregado a tiempo
ET-03450,C-003450,2025-08-13,2025-08-13,Entregado,Logística,MRW,Entregado a tiempo
ET-03454,C-003454,2025-06-15,2025-06-19,Entregado,Logística,MRW,Retrasado
ET-03455,C-003455,2025-08-12,,Enviado,Logística,Correos Express,
ET-03456,C-003456,,,Pendiente,Logística,UPS,
ET-03458,C-003458,2025-08-08,2025-08-10,Entregado,Propia,,Entregado a tiempo
ET-03459,C-003459,2025-06-01,,Enviado,Logística,SEUR,
ET-03460,C-003460,2025-06-02,2025-06-05,Entregado,Propia,,Entregado a tiempo
ET-03461,C-003461,2025-07-23,2025-07-26,Entregado,Logística,FedEx,Entregado a tiempo
ET-03463,C-003463,2025-07-22,,Enviado,Propia,,
ET-03466,C-003466,2025-06-21,2025-06-24,Entregado,Propia,,Entregado a tiempo
ET-03467,C-003467,2025-06-10,,Enviado,Logística,DHL,
ET-03469,C-003469,2025-06-11,,Enviado,Propia,,
ET-03470,C-003470,,,Pendiente,Propia,,
ET-03471,C-003471,2025-06-09,2025-06-12,Entregado,Logística,MRW,Entregado a tiempo
ET-03473,C-003473,2025-07-05,,Enviado,Propia,,
ET-03477,C-003477,2025-08-24,2025-08-25,Entregado,Propia,,Entregado a tiempo
ET-03478,C-003478,2025-06-23,2025-06-23,Entregado,Logística,DHL,Entregado a tiempo
ET-03479,C-003479,2025-07-22,,Enviado,Logística,MRW,
ET-03483,C-003483,2025-07-04,2025-07-05,Entregado,Propia,,Entregado a tiempo
ET-03484,C-003484,,,Pendiente,Propia,,
ET-03487,C-003487,2025-08-26,2025-08-26,Entregado,Propia,,Entregado a tiempo
ET-03488,C-003488,2025-08-12,2025-08-15,Entregado,Logística,Amazon Logistics,Entregado a tiempo
ET-03491,C-003491,2025-07-26,,Cancelado,Logística,MRW,
ET-03492,C-003492,,,Pendiente,Logística,SEUR,
ET-03493,C-003493,2025-08-13,,Enviado,Propia,,
ET-03497,C-003497,,,Pendiente,Propia,,
ET-03498,C-003498,2025-08-09,,Enviado,Propia,,
ET-03501,C-003501,2025-08-18,,Enviado,Logística,SEUR,
ET-03503,C-003503,2025-06-07,,Enviado,Propia,,
ET-03504,C-003504,,,Pendiente,Propia,,
ET-03506,C-003506,2025-07-27,,Enviado,Propia,,
ET-03507,C-003507,2025-08-08,2025-08-11,Entregado,Logística,SEUR,Entregado a tiempo
ET-03508,C-003508,,,Pendiente,Logística,DHL,
ET-03510,C-003510,2025-06-26,2025-06-28,Entregado,Propia,,Entregado a tiempo
ET-03511,C-003511,2025-07-23,2025-07-27,Entregado,Logística,MRW,Retrasado
ET-03513,C-003513,2025-07-19,,Enviado,Propia,,
ET-03515,C-003515,,,Pendiente,Logística,DHL,
ET-03519,C-003519,2025-08-21,,Enviado,Propia,,
ET-03522,C-003522,2025-08-29,,Enviado,Logística,DHL,
ET-03524,C-003524,2025-07-24,2025-07-25,Entregado,Propia,,Entregado a tiempo
ET-03525,C-003525,2025-08-25,2025-08-26,Entregado,Logística,Correos Express,Entregado a tiempo
ET-03526,C-003526,2025-08-24,,Enviado,Propia,,
ET-03527,C-003527,2025-06-29,,Enviado,Logística,DHL,
ET-03529,C-003529,2025-08-27,,Enviado,Logística,FedEx,
ET-03531,C-003531,2025-07-03,2025-07-03,Entregado,Propia,,Entregado a tiempo
ET-03533,C-003533,2025-08-04,,Enviado,Propia,,
ET-03536,C-003536,2025-07-29,,Cancelado,Logística,Correos Express,
ET-03537,C-003537,2025-08-23,,Cancelado,Propia,,
ET-03541,C-003541,2025-06-03,2025-06-06,Entregado,Propia,,Entregado a tiempo
ET-03542,C-003542,2025-07-03,,Enviado,Propia,,
ET-03544,C-003544,,,Pendiente,Propia,,
ET-03545,C-003545,2025-06-07,,Enviado,Logística,Amazon Logistics,
ET-03546,C-003546,2025-07-16,,Cancelado,Propia,,
ET-03547,C-003547,2025-08-11,2025-08-13,Entregado,Logística,UPS,Entregado a tiempo
ET-03548,C-003548,2025-08-10,,Cancelado,Logística,FedEx,
ET-03549,C-003549,,,Pendiente,Logística,SEUR,
ET-03550,C-003550,2025-07-20,,Enviado,Logística,FedEx,
ET-03551,C-003551,2025-06-07,2025-06-08,Entregado,Propia,,Entregado a tiempo
ET-03552,C-003552,2025-06-06,,Enviado,Propia,,
ET-03553,C-003553,2025-07-12,2025-07-12,Entregado,Logística,DHL,Entregado a tiempo
ET-03554,C-003554,2025-07-09,,Cancelado,Logística,Amazon Logistics,
ET-03556,C-003556,2025-08-18,,Enviado,Propia,,
ET-03557,C-003557,2025-07-26,,Cancelado,Logística,Correos Express,
ET-03558,C-003558,2025-07-29,2025-07-31,Entregado,Logística,SEUR,Entregado a tiempo
ET-03559,C-003559,2025-06-17,2025-06-19,Entregado,Logística,FedEx,Entregado a tiempo
ET-03562,C-003562,2025-07-08,2025-07-12,Entregado,Propia,,Retrasado
ET-03563,C-003563,,,Pendiente,Logística,UPS,
ET-03564,C-003564,2025-06-16,,Enviado,Propia,,
ET-03565,C-003565,2025-06-25,2025-06-27,Entregado,Logística,MRW,Entregado a tiempo
ET-03568,C-003568,2025-08-25,,Enviado,Propia,,
ET-03579,C-003579,2025-07-16,2025-07-17,Entregado,Propia,,Entregado a tiempo
ET-03580,C-003580,2025-07-21,2025-07-22,Entregado,Logística,SEUR,Entregado a tiempo
ET-03581,C-003581,2025-08-08,,Enviado,Propia,,
ET-03585,C-003585,2025-08-21,,Cancelado,Propia,,
ET-03588,C-003588,2025-08-21,,Enviado,Logística,FedEx,
ET-03590,C-003590,2025-08-14,,Enviado,Logística,UPS,
ET-03591,C-003591,2025-07-21,,Cancelado,Logística,FedEx,
ET-03592,C-003592,2025-08-23,,Enviado,Propia,,
ET-03593,C-003593,2025-07-29,,Cancelado,Logística,Amazon Logistics,
ET-03594,C-003594,2025-06-22,2025-06-22,Entregado,Logística,MRW,Entregado a tiempo
ET-03596,C-003596,2025-07-15,,Enviado,Propia,,
ET-03597,C-003597,,,Pendiente,Propia,,
ET-03599,C-003599,2025-06-09,2025-06-11,Entregado,Propia,,Entregado a tiempo
ET-03601,C-003601,2025-07-12,2025-07-16,Entregado,Logística,SEUR,Retrasado
ET-03602,C-003602,2025-08-04,2025-08-05,Entregado,Logística,UPS,Entregado a tiempo
ET-03603,C-003603,2025-08-13,,Enviado,Propia,,
ET-03604,C-003604,2025-07-04,,Enviado,Propia,,
ET-03606,C-003606,2025-08-14,2025-08-16,Entregado,Logística,Amazon Logistics,Entregado a tiempo
ET-03610,C-003610,2025-07-23,2025-07-26,Entregado,Logística,DHL,Entregado a tiempo
ET-03611,C-003611,,,Pendiente,Propia,,
ET-03612,C-003612,2025-08-23,2025-08-26,Entregado,Logística,Correos Express,Entregado a tiempo
ET-03613,C-003613,2025-08-26,2025-08-26,Entregado,Logística,Correos Express,Entregado a tiempo
ET-03619,C-003619,2025-07-03,,Enviado,Logística,Amazon Logistics,
ET-03620,C-003620,2025-07-31,,Enviado,Logística,MRW,
ET-03621,C-003621,2025-08-15,,Enviado,Propia,,
ET-03622,C-003622,2025-08-22,,Enviado,Propia,,
ET-03623,C-003623,2025-07-12,2025-07-13,Entregado,Propia,,Entregado a tiempo
ET-03626,C-003626,2025-08-14,,Enviado,Propia,,
ET-03627,C-003627,2025-06-16,2025-06-18,Entregado,Logística,MRW,Entregado a tiempo
ET-03628,C-003628,2025-08-05,2025-08-09,Entregado,Propia,,Retrasado
ET-03630,C-003630,,,Pendiente,Propia,,
ET-03632,C-003632,2025-06-23,2025-06-26,Entregado,Propia,,Entregado a tiempo
ET-03633,C-003633,2025-07-17,,Cancelado,Logística,FedEx,
ET-03634,C-003634,2025-07-09,2025-07-12,Entregado,Propia,,Entregado a tiempo
ET-03637,C-003637,2025-08-21,,Enviado,Propia,,
ET-03638,C-003638,2025-08-30,2025-08-30,Entregado,Propia,,Entregado a tiempo
ET-03639,C-003639,,,Pendiente,Propia,,
ET-03640,C-003640,2025-06-18,,Cancelado,Propia,,
ET-03644,C-003644,2025-07-13,,Enviado,Logística,Amazon Logistics,
ET-03645,C-003645,2025-08-02,2025-08-03,Entregado,Logística,FedEx,Entregado a tiempo
ET-03646,C-003646,2025-07-30,,Cancelado,Logística,DHL,
ET-03650,C-003650,2025-06-14,2025-06-16,Entregado,Propia,,Entregado a tiempo
ET-03658,C-003658,,,Pendiente,Propia,,
ET-03659,C-003659,2025-06-09,2025-06-11,Entregado,Logística,Amazon Logistics,Entregado a tiempo
ET-03660,C-003660,2025-07-12,,Enviado,Propia,,
ET-03666,C-003666,2025-06-18,2025-06-19,Entregado,Logística,Amazon Logistics,Entregado a tiempo
ET-03668,C-003668,2025-08-14,,Enviado,Propia,,
ET-03669,C-003669,2025-07-05,2025-07-06,Entregado,Propia,,Entregado a tiempo
ET-03671,C-003671,2025-08-14,2025-08-16,Entregado,Logística,SEUR,Entregado a tiempo
ET-03672,C-003672,2025-06-14,,Enviado,Propia,,
ET-03674,C-003674,2025-06-28,2025-07-02,Entregado,Logística,UPS,Retrasado
ET-03675,C-003675,2025-07-11,,Cancelado,Propia,,
ET-03677,C-003677,2025-08-11,,Cancelado,Propia,,
ET-03678,C-003678,2025-08-14,2025-08-18,Entregado,Logística,FedEx,Retrasado
ET-03679,C-003679,2025-06-20,,Cancelado,Logística,Amazon Logistics,
ET-03680,C-003680,2025-07-24,,Cancelado,Propia,,
ET-03681,C-003681,,,Pendiente,Logística,SEUR,
