pago_id,order_id,provider_id,provider_name,fecha_orden,condicion_pago,fecha_vencimiento,fecha_pago,monto_total,estado_pago
PP-003479,O-003479,PR-00329,Berthelot,2025-07-28,30 días,2025-08-27,,4998.33,Pendiente
PP-003480,O-003480,PR-01164,Carlier,2025-07-31,90 días,2025-10-29,,3368.4,Pendiente
PP-003481,O-003481,PR-01164,Carlier,2025-07-29,90 días,2025-10-27,,4096.68,Pendiente
PP-003482,O-003482,PR-00288,Delmas SA,2025-08-07,90 días,2025-11-05,,391.17,Pendiente
PP-003483,O-003483,PR-01420,Gimenez,2025-07-19,60 días,2025-09-17,,3687.04,Pendiente
PP-003484,O-003484,PR-00947,Imbert,2025-07-21,90 días,2025-10-19,,4310.54,Pendiente
PP-003485,O-003485,PR-01214,Delannoy,2025-06-23,90 días,2025-09-21,2025-07-20,1707.48,Pagado
PP-003486,O-003486,PR-01214,Delannoy,2025-07-16,90 días,2025-10-14,2025-09-05,5570.88,Pagado
PP-003487,O-003487,PR-00295,Marchand,2025-08-12,30 días,2025-09-11,2025-08-31,8143.2,Pagado
PP-003488,O-003488,PR-00296,Fouquet S.A.R.L.,2025-07-30,90 días,2025-10-28,2025-09-08,1459.6,Pagado
PP-003489,O-003489,PR-00296,Fouquet S.A.R.L.,2025-07-08,90 días,2025-10-06,,6392.38,Pendiente
PP-003490,O-003490,PR-00296,Fouquet S.A.R.L.,2025-08-08,90 días,2025-11-06,,2525.1,Pendiente
PP-003491,O-003491,PR-00962,Boutin,2025-08-07,60 días,2025-10-06,2025-09-22,2637.0,Pagado
PP-003492,O-003492,PR-00646,Leclercq Garcia SA,2025-07-17,90 días,2025-10-15,2025-08-11,4568.64,Pagado
PP-003493,O-003493,PR-00698,Sauvage Maillard SARL,2025-07-16,90 días,2025-10-14,,8486.37,Pendiente
PP-003494,O-003494,PR-00298,Chevalier,2025-07-01,60 días,2025-08-30,,5886.72,Pendiente
PP-003495,O-003495,PR-00299,De Oliveira,2025-07-14,90 días,2025-10-12,,5621.0,Pendiente
PP-003496,O-003496,PR-00301,Godard,2025-08-06,30 días,2025-09-05,,2143.4,Pendiente
PP-003497,O-003497,PR-01345,Maillard Robert S.A.,2025-07-20,30 días,2025-08-19,2025-07-28,2710.49,Pagado
PP-003498,O-003498,PR-00326,Roy,2025-07-28,90 días,2025-10-26,,9617.02,Pendiente
PP-003499,O-003499,PR-00326,Roy,2025-07-15,90 días,2025-10-13,,4133.7,Pendiente
PP-003500,O-003500,PR-01164,Carlier,2025-07-22,90 días,2025-10-20,2025-10-04,2582.4,Pagado
PP-003501,O-003501,PR-00694,Grégoire Wagner SA,2025-08-04,90 días,2025-11-02,2025-10-08,6218.52,Pagado
PP-003502,O-003502,PR-00289,Hernandez S.A.S.,2025-08-19,30 días,2025-09-18,,2131.5,Pendiente
PP-003503,O-003503,PR-01009,Blanchet Perrier S.A.S.,2025-07-26,30 días,2025-08-25,,9115.86,Pendiente
PP-003504,O-003504,PR-00297,Lemaire,2025-08-10,90 días,2025-11-08,,2448.72,Pendiente
PP-003505,O-003505,PR-00320,Lucas,2025-08-14,60 días,2025-10-13,2025-09-12,9041.18,Pagado
PP-003506,O-003506,PR-00320,Lucas,2025-07-03,60 días,2025-09-01,,7538.05,Pendiente
PP-003507,O-003507,PR-00646,Leclercq Garcia SA,2025-07-19,90 días,2025-10-17,,1539.85,Pendiente
PP-003508,O-003508,PR-01140,Verdier,2025-07-20,30 días,2025-08-19,2025-07-28,3993.0,Pagado
PP-003509,O-003509,PR-01221,Gautier Giraud SARL,2025-07-15,90 días,2025-10-13,,2526.72,Pendiente
PP-003510,O-003510,PR-00299,De Oliveira,2025-07-05,90 días,2025-10-03,2025-09-09,501.38,Pagado
PP-003511,O-003511,PR-00301,Godard,2025-07-16,30 días,2025-08-15,2025-07-26,6221.66,Pagado
PP-003512,O-003512,PR-00325,Fernandez,2025-08-07,30 días,2025-09-06,,5649.54,Pendiente
PP-003513,O-003513,PR-00326,Roy,2025-07-22,90 días,2025-10-20,,2965.5,Pendiente
PP-003514,O-003514,PR-00326,Roy,2025-08-10,90 días,2025-11-08,2025-08-26,1054.02,Pagado
PP-003515,O-003515,PR-00899,Besnard S.A.R.L.,2025-07-30,30 días,2025-08-29,2025-08-25,8470.98,Pagado
PP-003516,O-003516,PR-00329,Berthelot,2025-08-05,30 días,2025-09-04,2025-08-21,7562.88,Pagado
PP-003517,O-003517,PR-00329,Berthelot,2025-08-10,30 días,2025-09-09,2025-08-19,255.0,Pagado
PP-003518,O-003518,PR-00316,Charpentier S.A.,2025-07-29,90 días,2025-10-27,2025-09-23,338.4,Pagado
PP-003519,O-003519,PR-00318,Bonnin Lebon S.A.R.L.,2025-07-21,60 días,2025-09-19,,1427.76,Pendiente
PP-003520,O-003520,PR-00983,Dupré,2025-07-12,30 días,2025-08-11,,1050.48,Retrasado
PP-003521,O-003521,PR-00947,Imbert,2025-07-19,90 días,2025-10-17,2025-07-19,5870.04,Pagado
PP-003522,O-003522,PR-01214,Delannoy,2025-07-26,90 días,2025-10-24,2025-08-08,7749.69,Pagado
PP-003523,O-003523,PR-00297,Lemaire,2025-07-31,90 días,2025-10-29,,5280.2,Pendiente
PP-003524,O-003524,PR-00321,Blin S.A.,2025-07-26,60 días,2025-09-24,2025-08-07,459.54,Pagado
PP-003525,O-003525,PR-00321,Blin S.A.,2025-07-24,60 días,2025-09-22,2025-08-07,874.12,Pagado
PP-003526,O-003526,PR-00962,Boutin,2025-07-07,60 días,2025-09-05,2025-07-20,6824.4,Pagado
PP-003527,O-003527,PR-01140,Verdier,2025-07-24,30 días,2025-08-23,2025-08-06,4860.55,Pagado
PP-003528,O-003528,PR-00298,Chevalier,2025-07-07,60 días,2025-09-05,,4495.26,Pendiente
PP-003529,O-003529,PR-00306,Le Gall Poulain S.A.S.,2025-08-05,Contado,2025-08-05,2025-08-05,2541.6,Pagado
PP-003530,O-003530,PR-00298,Chevalier,2025-07-06,60 días,2025-09-04,2025-08-04,1732.05,Pagado
PP-003531,O-003531,PR-00300,Durand,2025-07-28,90 días,2025-10-26,,9324.72,Pendiente
PP-003532,O-003532,PR-00300,Durand,2025-08-20,90 días,2025-11-18,,2447.2,Pendiente
PP-003533,O-003533,PR-00301,Godard,2025-06-27,30 días,2025-07-27,2025-07-18,4247.79,Pagado
PP-003534,O-003534,PR-00302,Guillot Lemoine S.A.R.L.,2025-08-07,90 días,2025-11-05,,1682.45,Pendiente
PP-003535,O-003535,PR-01440,Vaillant S.A.S.,2025-07-29,30 días,2025-08-28,2025-08-11,1009.36,Pagado
PP-003536,O-003536,PR-00326,Roy,2025-06-25,90 días,2025-09-23,2025-08-16,129.75,Pagado
PP-003537,O-003537,PR-00329,Berthelot,2025-08-21,30 días,2025-09-20,,6516.95,Pendiente
PP-003538,O-003538,PR-00329,Berthelot,2025-08-12,30 días,2025-09-11,2025-08-18,6582.44,Pagado
PP-003539,O-003539,PR-00315,Vincent,2025-08-17,90 días,2025-11-15,,5201.06,Pendiente
PP-003540,O-003540,PR-00317,Andre,2025-08-01,90 días,2025-10-30,2025-09-05,5671.48,Pagado
PP-003541,O-003541,PR-00318,Bonnin Lebon S.A.R.L.,2025-08-18,60 días,2025-10-17,,4610.57,Pendiente
PP-003542,O-003542,PR-00318,Bonnin Lebon S.A.R.L.,2025-08-10,60 días,2025-10-09,,7756.73,Pendiente
PP-003543,O-003543,PR-00319,Cordier,2025-07-24,60 días,2025-09-22,2025-08-16,3582.24,Pagado
PP-003544,O-003544,PR-00319,Cordier,2025-08-11,60 días,2025-10-10,,8474.13,Pendiente
PP-003545,O-003545,PR-01420,Gimenez,2025-08-04,60 días,2025-10-03,2025-08-04,119.28,Pagado
PP-003546,O-003546,PR-00939,Lucas,2025-06-25,Contado,2025-06-25,2025-06-25,5808.05,Pagado
PP-003547,O-003547,PR-00292,Brunet Foucher et Fils,2025-07-22,30 días,2025-08-21,2025-08-20,2682.12,Pagado
PP-003548,O-003548,PR-01078,Lucas S.A.,2025-07-25,90 días,2025-10-23,,229.45,Pendiente
PP-003549,O-003549,PR-01492,Deschamps,2025-08-06,60 días,2025-10-05,2025-09-14,1689.35,Pagado
PP-003550,O-003550,PR-00295,Marchand,2025-08-17,30 días,2025-09-16,,8871.12,Pendiente
PP-003551,O-003551,PR-00296,Fouquet S.A.R.L.,2025-07-24,90 días,2025-10-22,,2631.76,Pendiente
PP-003552,O-003552,PR-00320,Lucas,2025-07-03,60 días,2025-09-01,2025-08-09,4776.7,Pagado
PP-003553,O-003553,PR-00321,Blin S.A.,2025-08-11,60 días,2025-10-10,,1496.28,Pendiente
PP-003554,O-003554,PR-01345,Maillard Robert S.A.,2025-07-13,30 días,2025-08-12,2025-07-29,2807.78,Pagado
PP-003555,O-003555,PR-00326,Roy,2025-06-25,90 días,2025-09-23,,933.61,Pendiente
PP-003556,O-003556,PR-00326,Roy,2025-08-01,90 días,2025-10-30,2025-08-16,434.16,Pagado
PP-003557,O-003557,PR-00326,Roy,2025-08-21,90 días,2025-11-19,,1791.9,Pendiente
PP-003558,O-003558,PR-00315,Vincent,2025-08-07,90 días,2025-11-05,,1540.8,Pendiente
PP-003559,O-003559,PR-00316,Charpentier S.A.,2025-08-04,90 días,2025-11-02,2025-08-25,3786.03,Pagado
PP-003560,O-003560,PR-00318,Bonnin Lebon S.A.R.L.,2025-08-04,60 días,2025-10-03,2025-09-02,1337.47,Pagado
PP-003561,O-003561,PR-00318,Bonnin Lebon S.A.R.L.,2025-07-31,60 días,2025-09-29,2025-08-14,9210.15,Pagado
PP-003562,O-003562,PR-00319,Cordier,2025-07-31,60 días,2025-09-29,2025-09-21,10346.68,Pagado
PP-003563,O-003563,PR-00288,Delmas SA,2025-06-26,90 días,2025-09-24,,4303.88,Pendiente
PP-003564,O-003564,PR-00694,Grégoire Wagner SA,2025-07-03,90 días,2025-10-01,,3125.5,Pendiente
PP-003565,O-003565,PR-01052,Rey,2025-07-13,60 días,2025-09-11,2025-08-17,243.2,Pagado
PP-003566,O-003566,PR-01214,Delannoy,2025-08-07,90 días,2025-11-05,,683.0,Pendiente
PP-003567,O-003567,PR-00960,Pons et Fils,2025-07-31,60 días,2025-09-29,,627.56,Pendiente
PP-003568,O-003568,PR-01174,Clément Buisson SARL,2025-08-05,60 días,2025-10-04,,8255.52,Pendiente
PP-003569,O-003569,PR-00847,Fournier,2025-06-24,30 días,2025-07-24,2025-07-13,2961.9,Pagado
PP-003570,O-003570,PR-00293,Blanchard,2025-08-13,60 días,2025-10-12,,3210.48,Pendiente
PP-003571,O-003571,PR-00294,Dupré SARL,2025-08-03,Contado,2025-08-03,2025-08-03,1007.52,Pagado
PP-003572,O-003572,PR-01078,Lucas S.A.,2025-07-13,90 días,2025-10-11,,3331.35,Pendiente
PP-003573,O-003573,PR-00320,Lucas,2025-08-01,60 días,2025-09-30,,10378.5,Pendiente
PP-003574,O-003574,PR-00320,Lucas,2025-07-07,60 días,2025-09-05,2025-08-29,4451.04,Pagado
PP-003575,O-003575,PR-00321,Blin S.A.,2025-07-24,60 días,2025-09-22,2025-08-25,8828.3,Pagado
PP-003576,O-003576,PR-00322,Lévy Millet S.A.R.L.,2025-07-06,Contado,2025-07-06,,162.69,Pendiente
PP-003577,O-003577,PR-00324,Étienne SA,2025-06-23,Contado,2025-06-23,2025-06-23,2179.6,Pagado
PP-003578,O-003578,PR-00324,Étienne SA,2025-06-26,Contado,2025-06-26,2025-06-26,847.3,Pagado
PP-003579,O-003579,PR-00324,Étienne SA,2025-07-28,Contado,2025-07-28,,3456.54,Pendiente
PP-003580,O-003580,PR-00698,Sauvage Maillard SARL,2025-07-24,90 días,2025-10-22,,3452.3,Pendiente
PP-003581,O-003581,PR-00298,Chevalier,2025-06-30,60 días,2025-08-29,,3102.75,Pendiente
PP-003582,O-003582,PR-00300,Durand,2025-07-27,90 días,2025-10-25,2025-08-29,5363.28,Pagado
PP-003583,O-003583,PR-00301,Godard,2025-08-16,30 días,2025-09-15,2025-08-21,436.75,Pagado
PP-003584,O-003584,PR-01440,Vaillant S.A.S.,2025-07-28,30 días,2025-08-27,,11784.8,Pendiente
PP-003585,O-003585,PR-01440,Vaillant S.A.S.,2025-08-07,30 días,2025-09-06,2025-08-24,8000.3,Pagado
PP-003586,O-003586,PR-00326,Roy,2025-07-02,90 días,2025-09-30,2025-08-17,5195.85,Pagado
PP-003587,O-003587,PR-01326,Clerc Normand SARL,2025-07-25,90 días,2025-10-23,2025-09-14,2802.36,Pagado
PP-003588,O-003588,PR-00317,Andre,2025-08-19,90 días,2025-11-17,,5901.12,Pendiente
PP-003589,O-003589,PR-01147,Allard,2025-08-08,30 días,2025-09-07,2025-09-05,9828.0,Pagado
PP-003590,O-003590,PR-00319,Cordier,2025-08-18,60 días,2025-10-17,,10586.04,Pendiente
PP-003591,O-003591,PR-00319,Cordier,2025-08-12,60 días,2025-10-11,,6008.0,Pendiente
PP-003592,O-003592,PR-00694,Grégoire Wagner SA,2025-08-05,90 días,2025-11-03,2025-10-10,6176.6,Pagado
PP-003593,O-003593,PR-00983,Dupré,2025-07-14,30 días,2025-08-13,2025-08-08,4990.08,Pagado
PP-003594,O-003594,PR-00960,Pons et Fils,2025-07-12,60 días,2025-09-10,2025-08-15,5600.84,Pagado
PP-003595,O-003595,PR-00847,Fournier,2025-06-23,30 días,2025-07-23,2025-06-26,3606.48,Pagado
PP-003596,O-003596,PR-00293,Blanchard,2025-07-24,60 días,2025-09-22,,2907.0,Pendiente
PP-003597,O-003597,PR-00665,Rousseau Guérin S.A.,2025-07-07,30 días,2025-08-06,,4517.92,Retrasado
PP-003598,O-003598,PR-00297,Lemaire,2025-08-19,90 días,2025-11-17,,3322.0,Pendiente
PP-003599,O-003599,PR-00962,Boutin,2025-07-09,60 días,2025-09-07,,1075.36,Pendiente
PP-003600,O-003600,PR-00323,Camus,2025-07-14,60 días,2025-09-12,,9685.98,Pendiente
PP-003601,O-003601,PR-00845,Bourdon Louis et Fils,2025-08-12,60 días,2025-10-11,,10549.77,Pendiente
PP-003602,O-003602,PR-01440,Vaillant S.A.S.,2025-08-06,30 días,2025-09-05,2025-08-07,3802.46,Pagado
PP-003603,O-003603,PR-00326,Roy,2025-08-04,90 días,2025-11-02,2025-11-01,4350.1,Pagado
PP-003604,O-003604,PR-00789,Courtois,2025-07-23,30 días,2025-08-22,2025-07-29,6024.63,Pagado
PP-003605,O-003605,PR-00789,Courtois,2025-07-11,30 días,2025-08-10,,8838.05,Pendiente
PP-003606,O-003606,PR-00318,Bonnin Lebon S.A.R.L.,2025-07-08,60 días,2025-09-06,,2394.72,Pendiente
PP-003607,O-003607,PR-00318,Bonnin Lebon S.A.R.L.,2025-08-11,60 días,2025-10-10,,3903.9,Pendiente
PP-003608,O-003608,PR-00694,Grégoire Wagner SA,2025-07-13,90 días,2025-10-11,,12203.0,Pendiente
PP-003609,O-003609,PR-00947,Imbert,2025-07-20,90 días,2025-10-18,,3617.22,Pendiente
PP-003610,O-003610,PR-01187,Lombard SA,2025-06-30,30 días,2025-07-30,2025-07-17,9783.54,Pagado
PP-003611,O-003611,PR-00326,Roy,2025-08-04,90 días,2025-11-02,2025-10-11,652.74,Pagado
PP-003612,O-003612,PR-00326,Roy,2025-07-25,90 días,2025-10-23,2025-08-28,280.84,Pagado
PP-003613,O-003613,PR-00789,Courtois,2025-08-18,30 días,2025-09-17,,8170.8,Pendiente
PP-003614,O-003614,PR-01449,Clément,2025-07-20,30 días,2025-08-19,2025-07-31,2240.42,Pagado
PP-003615,O-003615,PR-00318,Bonnin Lebon S.A.R.L.,2025-07-10,60 días,2025-09-08,2025-08-30,687.99,Pagado
PP-003616,O-003616,PR-00318,Bonnin Lebon S.A.R.L.,2025-07-24,60 días,2025-09-22,2025-08-29,2309.12,Pagado
PP-003617,O-003617,PR-00694,Grégoire Wagner SA,2025-06-24,90 días,2025-09-22,,1755.18,Pendiente
PP-003618,O-003618,PR-00947,Imbert,2025-08-04,90 días,2025-11-02,2025-09-05,1353.6,Pagado
PP-003619,O-003619,PR-00960,Pons et Fils,2025-07-25,60 días,2025-09-23,,4015.5,Pendiente
PP-003620,O-003620,PR-00293,Blanchard,2025-07-10,60 días,2025-09-08,2025-07-10,3702.4,Pagado
PP-003621,O-003621,PR-00293,Blanchard,2025-07-27,60 días,2025-09-25,,7439.88,Pendiente
PP-003622,O-003622,PR-00296,Fouquet S.A.R.L.,2025-07-25,90 días,2025-10-23,2025-10-16,10944.89,Pagado
PP-003623,O-003623,PR-00297,Lemaire,2025-07-17,90 días,2025-10-15,,3877.36,Pendiente
PP-003624,O-003624,PR-00320,Lucas,2025-08-20,60 días,2025-10-19,2025-10-10,5536.0,Pagado
PP-003625,O-003625,PR-00698,Sauvage Maillard SARL,2025-07-05,90 días,2025-10-03,2025-08-28,5580.96,Pagado
PP-003626,O-003626,PR-00298,Chevalier,2025-07-18,60 días,2025-09-16,2025-08-05,3768.84,Pagado
PP-003627,O-003627,PR-00625,Dias Guillaume S.A.,2025-07-25,60 días,2025-09-23,,11661.0,Pendiente
PP-003628,O-003628,PR-01345,Maillard Robert S.A.,2025-07-08,30 días,2025-08-07,2025-07-18,6920.55,Pagado
PP-003629,O-003629,PR-01440,Vaillant S.A.S.,2025-08-18,30 días,2025-09-17,,1495.5,Pendiente
PP-003630,O-003630,PR-00329,Berthelot,2025-08-14,30 días,2025-09-13,2025-08-14,10284.3,Pagado
PP-003631,O-003631,PR-01164,Carlier,2025-08-08,90 días,2025-11-06,2025-09-15,1061.24,Pagado
PP-003632,O-003632,PR-01164,Carlier,2025-07-06,90 días,2025-10-04,2025-09-07,2999.25,Pagado
PP-003633,O-003633,PR-00316,Charpentier S.A.,2025-08-13,90 días,2025-11-11,2025-10-24,2517.55,Pagado
PP-003634,O-003634,PR-01449,Clément,2025-07-02,30 días,2025-08-01,,3917.55,Retrasado
PP-003635,O-003635,PR-00316,Charpentier S.A.,2025-06-30,90 días,2025-09-28,,12359.7,Pendiente
PP-003636,O-003636,PR-00317,Andre,2025-06-24,90 días,2025-09-22,2025-07-16,5862.72,Pagado
PP-003637,O-003637,PR-00317,Andre,2025-07-22,90 días,2025-10-20,,5936.0,Pendiente
PP-003638,O-003638,PR-00319,Cordier,2025-08-13,60 días,2025-10-12,2025-09-24,9329.46,Pagado
PP-003639,O-003639,PR-00947,Imbert,2025-07-19,90 días,2025-10-17,2025-07-24,6639.85,Pagado
PP-003640,O-003640,PR-00290,Gonzalez et Fils,2025-07-02,Contado,2025-07-02,2025-07-02,13872.0,Pagado
PP-003641,O-003641,PR-01009,Blanchet Perrier S.A.S.,2025-07-11,30 días,2025-08-10,2025-07-16,4723.32,Pagado
PP-003642,O-003642,PR-01492,Deschamps,2025-08-11,60 días,2025-10-10,2025-08-22,11406.15,Pagado
PP-003643,O-003643,PR-00665,Rousseau Guérin S.A.,2025-07-01,30 días,2025-07-31,2025-07-06,5738.0,Pagado
PP-003644,O-003644,PR-00296,Fouquet S.A.R.L.,2025-07-11,90 días,2025-10-09,2025-09-15,5250.84,Pagado
PP-003645,O-003645,PR-00325,Fernandez,2025-08-04,30 días,2025-09-03,,4573.14,Pendiente
PP-003646,O-003646,PR-00326,Roy,2025-07-16,90 días,2025-10-14,,5987.28,Pendiente
PP-003647,O-003647,PR-01326,Clerc Normand SARL,2025-07-25,90 días,2025-10-23,2025-10-05,6913.72,Pagado
PP-003648,O-003648,PR-00327,Marie Seguin S.A.R.L.,2025-07-27,60 días,2025-09-25,,3222.76,Pendiente
PP-003649,O-003649,PR-00328,Vasseur,2025-08-04,30 días,2025-09-03,,9354.08,Pendiente
PP-003650,O-003650,PR-01164,Carlier,2025-08-12,90 días,2025-11-10,2025-09-25,12395.16,Pagado
PP-003651,O-003651,PR-00319,Cordier,2025-07-03,60 días,2025-09-01,,605.16,Pendiente
PP-003652,O-003652,PR-00288,Delmas SA,2025-06-24,90 días,2025-09-22,,2460.96,Pendiente
PP-003653,O-003653,PR-00983,Dupré,2025-07-29,30 días,2025-08-28,2025-07-29,4223.88,Pagado
PP-003654,O-003654,PR-00947,Imbert,2025-08-13,90 días,2025-11-11,2025-10-06,3956.04,Pagado
PP-003655,O-003655,PR-01245,Dupuy Barbe S.A.R.L.,2025-08-06,30 días,2025-09-05,2025-09-01,3517.14,Pagado
PP-003656,O-003656,PR-00847,Fournier,2025-06-26,30 días,2025-07-26,,2424.75,Retrasado
PP-003657,O-003657,PR-00294,Dupré SARL,2025-08-19,Contado,2025-08-19,,1726.15,Retrasado
PP-003658,O-003658,PR-01440,Vaillant S.A.S.,2025-07-29,30 días,2025-08-28,2025-08-03,4111.45,Pagado
PP-003659,O-003659,PR-00326,Roy,2025-07-19,90 días,2025-10-17,,9840.6,Pendiente
PP-003660,O-003660,PR-01326,Clerc Normand SARL,2025-08-10,90 días,2025-11-08,2025-10-04,265.65,Pagado
PP-003661,O-003661,PR-00899,Besnard S.A.R.L.,2025-08-18,30 días,2025-09-17,,3076.8,Pendiente
PP-003662,O-003662,PR-01449,Clément,2025-07-28,30 días,2025-08-27,,3400.2,Pendiente
PP-003663,O-003663,PR-00317,Andre,2025-07-12,90 días,2025-10-10,,1050.64,Pendiente
PP-003664,O-003664,PR-00318,Bonnin Lebon S.A.R.L.,2025-06-25,60 días,2025-08-24,2025-08-22,2246.08,Pagado
PP-003665,O-003665,PR-00318,Bonnin Lebon S.A.R.L.,2025-08-20,60 días,2025-10-19,2025-08-30,3805.62,Pagado
PP-003666,O-003666,PR-00318,Bonnin Lebon S.A.R.L.,2025-07-25,60 días,2025-09-23,2025-08-11,868.32,Pagado
PP-003667,O-003667,PR-00319,Cordier,2025-08-09,60 días,2025-10-08,2025-08-24,2350.42,Pagado
PP-003668,O-003668,PR-00289,Hernandez S.A.S.,2025-07-05,30 días,2025-08-04,,11083.8,Retrasado
PP-003669,O-003669,PR-00293,Blanchard,2025-07-14,60 días,2025-09-12,,4151.7,Pendiente
PP-003670,O-003670,PR-00294,Dupré SARL,2025-07-05,Contado,2025-07-05,2025-07-05,961.02,Pagado
PP-003671,O-003671,PR-00296,Fouquet S.A.R.L.,2025-07-04,90 días,2025-10-02,2025-08-05,6580.0,Pagado
PP-003672,O-003672,PR-01440,Vaillant S.A.S.,2025-06-26,30 días,2025-07-26,2025-07-14,3443.44,Pagado
PP-003673,O-003673,PR-01326,Clerc Normand SARL,2025-07-31,90 días,2025-10-29,,4986.67,Pendiente
PP-003674,O-003674,PR-01343,Rodrigues,2025-07-28,90 días,2025-10-26,2025-09-01,459.34,Pagado
PP-003675,O-003675,PR-00329,Berthelot,2025-07-04,30 días,2025-08-03,2025-07-08,4173.1,Pagado
PP-003676,O-003676,PR-01164,Carlier,2025-08-14,90 días,2025-11-12,,3506.4,Pendiente
PP-003677,O-003677,PR-01449,Clément,2025-07-03,30 días,2025-08-02,2025-07-15,11431.2,Pagado
PP-003678,O-003678,PR-00318,Bonnin Lebon S.A.R.L.,2025-07-11,60 días,2025-09-09,,6811.2,Pendiente
PP-003679,O-003679,PR-01174,Clément Buisson SARL,2025-08-05,60 días,2025-10-04,2025-08-18,998.79,Pagado
PP-003680,O-003680,PR-00293,Blanchard,2025-06-27,60 días,2025-08-26,,12809.28,Pendiente
PP-003681,O-003681,PR-00293,Blanchard,2025-06-29,60 días,2025-08-28,2025-08-02,8129.1,Pagado
PP-003682,O-003682,PR-01440,Vaillant S.A.S.,2025-08-19,30 días,2025-09-18,,2411.67,Pendiente
PP-003683,O-003683,PR-00326,Roy,2025-07-31,90 días,2025-10-29,,2145.33,Pendiente
PP-003684,O-003684,PR-01343,Rodrigues,2025-07-10,90 días,2025-10-08,,1408.05,Pendiente
PP-003685,O-003685,PR-00316,Charpentier S.A.,2025-07-12,90 días,2025-10-10,2025-08-30,11962.76,Pagado
PP-003686,O-003686,PR-00319,Cordier,2025-08-04,60 días,2025-10-03,,8336.0,Pendiente
PP-003687,O-003687,PR-00983,Dupré,2025-07-03,30 días,2025-08-02,2025-07-25,11958.16,Pagado
PP-003688,O-003688,PR-01041,Albert,2025-08-04,90 días,2025-11-02,2025-10-29,5424.3,Pagado
PP-003689,O-003689,PR-00847,Fournier,2025-07-11,30 días,2025-08-10,,601.64,Retrasado
PP-003690,O-003690,PR-00292,Brunet Foucher et Fils,2025-08-18,30 días,2025-09-17,,12970.0,Pendiente
PP-003691,O-003691,PR-00294,Dupré SARL,2025-07-07,Contado,2025-07-07,2025-07-07,7925.6,Pagado
PP-003692,O-003692,PR-00296,Fouquet S.A.R.L.,2025-07-21,90 días,2025-10-19,2025-09-26,848.0,Pagado
PP-003693,O-003693,PR-00325,Fernandez,2025-07-15,30 días,2025-08-14,2025-07-21,8241.28,Pagado
PP-003694,O-003694,PR-00329,Berthelot,2025-07-02,30 días,2025-08-01,2025-07-17,3992.62,Pagado
PP-003695,O-003695,PR-00316,Charpentier S.A.,2025-08-08,90 días,2025-11-06,2025-09-26,650.76,Pagado
PP-003696,O-003696,PR-00983,Dupré,2025-08-14,30 días,2025-09-13,2025-09-07,376.81,Pagado
PP-003697,O-003697,PR-00960,Pons et Fils,2025-07-09,60 días,2025-09-07,,5518.08,Pendiente
PP-003698,O-003698,PR-01009,Blanchet Perrier S.A.S.,2025-08-14,30 días,2025-09-13,2025-08-29,5723.2,Pagado
PP-003699,O-003699,PR-01041,Albert,2025-07-05,90 días,2025-10-03,,6521.2,Pendiente
PP-003700,O-003700,PR-00847,Fournier,2025-08-05,30 días,2025-09-04,2025-08-31,3225.86,Pagado
PP-003701,O-003701,PR-01492,Deschamps,2025-08-06,60 días,2025-10-05,,7458.46,Pendiente
PP-003702,O-003702,PR-00297,Lemaire,2025-07-24,90 días,2025-10-22,,9418.08,Pendiente
